"Nr","Company","Location_HQ","Region","USState","Country","Continent","Laid_Off","layoff_date","Percentage","Company_Size_before_Layoffs","Company_Size_after_layoffs","industry_clean","Stage","Money_Raised_in__mil","Year","latitude","longitude","industry_grouped","layoff_severity_bucket","pct_laid_off_bucket","layoff_month","layoff_quarter","year_month","calculated_pct_laid_off","company_stage_simplified","funding_bucket","is_large_layoff"
1494,"Wayfair","Boston","other","Massachusetts","USA","North America","1650","2024-01-19","13","12692","11042","RETAIL","Post-IPO","2",2024,"42.3554334","-71.060511","Retail / Consumer","Large","Medium (11–25%)","2024-01","Q1","2024-01","13.0","Public","Low (<$50M)",1
471,"Swappie","Helsinki","other","non","Finland","Europe","250","2022-06-15","17","1471","1221","RETAIL","Series C","169",2022,"60.1674881","24.9427473","Retail / Consumer","Large","Medium (11–25%)","2022-06","Q2","2022-06","17.0","Late Stage","Medium ($50–200M)",1
1328,"Hodinkee","New York City","other","New York","USA","North America","24","2023-09-05","20","120","96","RETAIL","Seed","40",2023,"40.7127281","-74.0060152","Retail / Consumer","Small","Medium (11–25%)","2023-09","Q3","2023-09","20.0","Early Stage","Low (<$50M)",0
455,"Berlin Brands Group","Berlin","other","Berlin","Germany","Europe","100","2022-06-10","10","1000","900","RETAIL","Unknown","1000",2022,"52.5170365","13.3888599","Retail / Consumer","Medium","Low (≤10%)","2022-06","Q2","2022-06","10.0","Unknown / Other","High (>$200M)",0
453,"The Grommet","Boston","other","Massachusetts","USA","North America","40","2022-06-09","100","40","0","RETAIL","Acquired","5",2022,"42.3554334","-71.060511","Retail / Consumer","Small","Very High (>50%)","2022-06","Q2","2022-06","100.0","Other / Mid-Stage","Low (<$50M)",0
1324,"Omuni","Bengaluru","other","Karnataka","India","Asia","60","2023-08-30","35","171","111","RETAIL","Acquired","10",2023,"12.98815675","77.62260004","Retail / Consumer","Medium","High (26–50%)","2023-08","Q3","2023-08","35.1","Other / Mid-Stage","Low (<$50M)",0
452,"Stitch Fix","San Francisco","San Francisco Bay Area","California","USA","North America","330","2022-06-09","15","2200","1870","RETAIL","Post-IPO","79",2022,"37.7792588","-122.4193286","Retail / Consumer","Large","Medium (11–25%)","2022-06","Q2","2022-06","15.0","Public","Medium ($50–200M)",1
446,"Boozt","Malmö","other","non","Sweden","Europe","70","2022-06-09","5","1400","1330","RETAIL","Post-IPO","56",2022,"55.6052931","13.0001566","Retail / Consumer","Medium","Low (≤10%)","2022-06","Q2","2022-06","5.0","Public","Medium ($50–200M)",0
921,"Amazon","Seattle","Cascadia","Washington","USA","North America","8000","2023-01-04","2","400000","392000","RETAIL","Post-IPO","108",2023,"47.6038321","-122.330062","Retail / Consumer","Large","Low (≤10%)","2023-01","Q1","2023-01","2.0","Public","Medium ($50–200M)",1
443,"iPrice Group","Kuala Lumpur","other","non","Malaysia","Asia","50","2022-06-08","20","250","200","RETAIL","Unknown","26",2022,"3.1516964","101.6942371","Retail / Consumer","Small","Medium (11–25%)","2022-06","Q2","2022-06","20.0","Unknown / Other","Low (<$50M)",0
1556,"Drizly","Boston","other","Massachusetts","USA","North America","168","2024-02-05","100","168","0","RETAIL","Acquired","119",2024,"42.3554334","-71.060511","Retail / Consumer","Medium","Very High (>50%)","2024-02","Q1","2024-02","100.0","Other / Mid-Stage","Medium ($50–200M)",0
1574,"BlissClub","Bengaluru","other","Karnataka","India","Asia","21","2024-02-09","18","117","96","RETAIL","Series A","20",2024,"12.98815675","77.62260004","Retail / Consumer","Small","Medium (11–25%)","2024-02","Q1","2024-02","17.9","Early Stage","Low (<$50M)",0
416,"VTEX","Sao Paulo","other","State of São Paulo","Brazil","South America","200","2022-05-26","13","1538","1338","RETAIL","Post-IPO","365",2022,"-23.5506507","-46.6333824","Retail / Consumer","Medium","Medium (11–25%)","2022-05","Q2","2022-05","13.0","Public","High (>$200M)",0
1583,"Riskified","New York City","other","New York","USA","North America","40","2024-02-13","6","667","627","RETAIL","Post-IPO","229",2024,"40.7127281","-74.0060152","Retail / Consumer","Small","Low (≤10%)","2024-02","Q1","2024-02","6.0","Public","High (>$200M)",0
822,"Salsify","Boston","other","Massachusetts","USA","North America","90","2022-11-16","11","818","728","RETAIL","Series F","452",2022,"42.3554334","-71.060511","Retail / Consumer","Medium","Medium (11–25%)","2022-11","Q4","2022-11","11.0","Other / Mid-Stage","High (>$200M)",0
1594,"Farfetch","London","other","England","UK","Europe","2000","2024-02-16","25","8000","6000","RETAIL","Acquired","2",2024,"51.4893335","-0.144055085","Retail / Consumer","Large","Medium (11–25%)","2024-02","Q1","2024-02","25.0","Other / Mid-Stage","Low (<$50M)",1
1600,"Tails.com","London","other","England","UK","Europe","55","2024-02-20","25","220","165","RETAIL","Series A","5",2024,"51.4893335","-0.144055085","Retail / Consumer","Medium","Medium (11–25%)","2024-02","Q1","2024-02","25.0","Early Stage","Low (<$50M)",0
1603,"Finder","Sydney","other","New South Wales","Australia","Oceana","60","2024-02-21","17","353","292","RETAIL","Unknown","30",2024,"-33.8698439","151.2082848","Retail / Consumer","Medium","Medium (11–25%)","2024-02","Q1","2024-02","17.0","Unknown / Other","Low (<$50M)",0
393,"AliExpress Russia","Moscow","other","non","Russia","Europe","400","2022-05-14","40","1000","600","RETAIL","Acquired","60",2022,"55.7505412","37.6174782","Retail / Consumer","Large","High (26–50%)","2022-05","Q2","2022-05","40.0","Other / Mid-Stage","Medium ($50–200M)",1
1,"Tamara Mellon","Los Angeles","other","California","USA","North America","20","2020-03-12","40","50","30","RETAIL","Series C","90",2020,"34.0536909","-118.242766","Retail / Consumer","Small","High (26–50%)","2020-03","Q1","2020-03","40.0","Late Stage","Medium ($50–200M)",0
596,"Shopify","Ottawa","other","Ontario","Canada","North America","1000","2022-07-26","10","10000","9000","RETAIL","Post-IPO","122",2022,"45.4208777","-75.6901106","Retail / Consumer","Large","Low (≤10%)","2022-07","Q3","2022-07","10.0","Public","Medium ($50–200M)",1
926,"Everlane","San Francisco","San Francisco Bay Area","California","USA","North America","30","2023-01-05","17","176","146","RETAIL","Unknown","176",2023,"37.7792588","-122.4193286","Retail / Consumer","Small","Medium (11–25%)","2023-01","Q1","2023-01","17.0","Unknown / Other","Medium ($50–200M)",0
375,"Bonsai","Toronto","other","Ontario","Canada","North America","29","2022-04-26","34","85","56","RETAIL","Series A","27",2022,"43.6534817","-79.3839347","Retail / Consumer","Small","High (26–50%)","2022-04","Q2","2022-04","34.1","Early Stage","Low (<$50M)",0
373,"Facily","Sao Paulo","other","State of São Paulo","Brazil","South America","260","2022-04-20","30","867","607","RETAIL","Series D","502",2022,"-23.5506507","-46.6333824","Retail / Consumer","Large","High (26–50%)","2022-04","Q2","2022-04","30.0","Late Stage","High (>$200M)",1
1649,"ShopBack","Singapore","other","non","Singapore","Asia","195","2024-03-19","24","813","618","RETAIL","Series F","355",2024,"1.2899175","103.8519072","Retail / Consumer","Medium","Medium (11–25%)","2024-03","Q1","2024-03","24.0","Other / Mid-Stage","High (>$200M)",0
1291,"Wish","San Francisco","San Francisco Bay Area","California","USA","North America","255","2023-07-27","34","750","495","RETAIL","Post-IPO","1600",2023,"37.7792588","-122.4193286","Retail / Consumer","Large","High (26–50%)","2023-07","Q3","2023-07","34.0","Public","High (>$200M)",1
361,"Trell","Bengaluru","other","Karnataka","India","Asia","300","2022-03-15","50","600","300","RETAIL","Series B","62",2022,"12.98815675","77.62260004","Retail / Consumer","Large","High (26–50%)","2022-03","Q1","2022-03","50.0","Early Stage","Medium ($50–200M)",1
1668,"Lightspeed Commerce","Montreal","other","Quebec","Canada","North America","280","2024-04-03","10","2800","2520","RETAIL","Post-IPO","1200",2024,"45.5031824","-73.5698065","Retail / Consumer","Large","Low (≤10%)","2024-04","Q2","2024-04","10.0","Public","High (>$200M)",1
1286,"Copia","Nairobi","other","non","Kenya","Africa","350","2023-07-26","25","1400","1050","RETAIL","Series C","103",2023,"-1.2832533","36.8172449","Retail / Consumer","Large","Medium (11–25%)","2023-07","Q3","2023-07","25.0","Late Stage","Medium ($50–200M)",1
356,"Wish","San Francisco","San Francisco Bay Area","California","USA","North America","190","2022-03-01","15","1267","1077","RETAIL","Post-IPO","1600",2022,"37.7792588","-122.4193286","Retail / Consumer","Medium","Medium (11–25%)","2022-03","Q1","2022-03","15.0","Public","High (>$200M)",0
608,"Glossier","New York City","other","New York","USA","North America","19","2022-08-02","8","238","219","RETAIL","Series E","266",2022,"40.7127281","-74.0060152","Retail / Consumer","Small","Low (≤10%)","2022-08","Q3","2022-08","8.0","Late Stage","High (>$200M)",0
927,"Moglix","Singapore","other","non","Singapore","Asia","40","2023-01-05","2","2000","1960","RETAIL","Series F","472",2023,"1.2899175","103.8519072","Retail / Consumer","Small","Low (≤10%)","2023-01","Q1","2023-01","2.0","Other / Mid-Stage","High (>$200M)",0
336,"Hubba","Toronto","other","Ontario","Canada","North America","45","2021-02-01","100","45","0","RETAIL","Series B","61",2021,"43.6534817","-79.3839347","Retail / Consumer","Small","Very High (>50%)","2021-02","Q1","2021-02","100.0","Early Stage","Medium ($50–200M)",0
1263,"Artsy","New York City","other","New York","USA","North America","35","2023-06-29","15","233","198","RETAIL","Series D","100",2023,"40.7127281","-74.0060152","Retail / Consumer","Small","Medium (11–25%)","2023-06","Q2","2023-06","15.0","Late Stage","Medium ($50–200M)",0
1706,"The Good Glamour","New Delhi","other","Delhi","India","Asia","150","2024-04-18","15","1000","850","RETAIL","Unknown","180",2024,"28.6138954","77.2090057","Retail / Consumer","Medium","Medium (11–25%)","2024-04","Q2","2024-04","15.0","Unknown / Other","Medium ($50–200M)",0
625,"Mejuri","Toronto","other","Ontario","Canada","North America","50","2022-08-05","10","500","450","RETAIL","Series B","28",2022,"43.6534817","-79.3839347","Retail / Consumer","Small","Low (≤10%)","2022-08","Q3","2022-08","10.0","Early Stage","Low (<$50M)",0
864,"Carousell","Singapore","other","non","Singapore","Asia","110","2022-12-01","10","1100","990","RETAIL","Private Equity","372",2022,"1.2899175","103.8519072","Retail / Consumer","Medium","Low (≤10%)","2022-12","Q4","2022-12","10.0","Late Stage","High (>$200M)",0
329,"Worksmith","Austin","other","Texas","USA","North America","30","2020-11-09","50","60","30","RETAIL","Unknown","4",2020,"30.2711286","-97.7436995","Retail / Consumer","Small","High (26–50%)","2020-11","Q4","2020-11","50.0","Unknown / Other","Low (<$50M)",0
317,"Glossier","New York City","other","New York","USA","North America","150","2020-08-07","38","395","245","RETAIL","Series D","186",2020,"40.7127281","-74.0060152","Retail / Consumer","Medium","High (26–50%)","2020-08","Q3","2020-08","38.0","Late Stage","Medium ($50–200M)",0
315,"Buy.com","San Mateo","San Francisco Bay Area","California","USA","North America","87","2020-07-30","100","87","0","RETAIL","Acquired","42",2020,"37.496904","-122.3330573","Retail / Consumer","Medium","Very High (>50%)","2020-07","Q3","2020-07","100.0","Other / Mid-Stage","Low (<$50M)",0
633,"MadeiraMadeira","Curitiba","other","State of Paraná","Brazil","South America","60","2022-08-09","3","2000","1940","RETAIL","Series E","338",2022,"-25.4295963","-49.2712724","Retail / Consumer","Medium","Low (≤10%)","2022-08","Q3","2022-08","3.0","Late Stage","High (>$200M)",0
306,"Zilingo","Singapore","other","non","Singapore","Asia","100","2020-07-09","12","833","733","RETAIL","Series D","307",2020,"1.2899175","103.8519072","Retail / Consumer","Medium","Medium (11–25%)","2020-07","Q3","2020-07","12.0","Late Stage","High (>$200M)",0
636,"Shogun","Walnut","San Francisco Bay Area","California","USA","North America","48","2022-08-09","30","160","112","RETAIL","Series C","114",2022,"37.910076","-122.065186","Retail / Consumer","Small","High (26–50%)","2022-08","Q3","2022-08","30.0","Late Stage","Medium ($50–200M)",0
641,"Marketforce","Nairobi","other","non","Kenya","Africa","54","2022-08-11","9","600","546","RETAIL","Series A","42",2022,"-1.2832533","36.8172449","Retail / Consumer","Medium","Low (≤10%)","2022-08","Q3","2022-08","9.0","Early Stage","Low (<$50M)",0
290,"Branch","New York City","other","New York","USA","North America","3","2020-06-11","27","11","8","RETAIL","Seed","2",2020,"40.7127281","-74.0060152","Retail / Consumer","Small","High (26–50%)","2020-06","Q2","2020-06","27.3","Early Stage","Low (<$50M)",0
279,"Stitch Fix","San Francisco","San Francisco Bay Area","California","USA","North America","1400","2020-06-01","18","7778","6378","RETAIL","Post-IPO","79",2020,"37.7792588","-122.4193286","Retail / Consumer","Large","Medium (11–25%)","2020-06","Q2","2020-06","18.0","Public","Medium ($50–200M)",1
274,"The Sill","New York City","other","New York","USA","North America","20","2020-05-28","25","80","60","RETAIL","Series A","7",2020,"40.7127281","-74.0060152","Retail / Consumer","Small","Medium (11–25%)","2020-05","Q2","2020-05","25.0","Early Stage","Low (<$50M)",0
257,"Livspace","Bengaluru","other","Karnataka","India","Asia","450","2020-05-19","15","3000","2550","RETAIL","Series D","157",2020,"12.98815675","77.62260004","Retail / Consumer","Large","Medium (11–25%)","2020-05","Q2","2020-05","15.0","Late Stage","Medium ($50–200M)",1
1224,"Away","New York City","other","New York","USA","North America","22","2023-05-31","8","275","253","RETAIL","Series D","181",2023,"40.7127281","-74.0060152","Retail / Consumer","Small","Low (≤10%)","2023-05","Q2","2023-05","8.0","Late Stage","Medium ($50–200M)",0
658,"Packable","New York City","other","New York","USA","North America","138","2022-08-23","20","690","552","RETAIL","Unknown","472",2022,"40.7127281","-74.0060152","Retail / Consumer","Medium","Medium (11–25%)","2022-08","Q3","2022-08","20.0","Unknown / Other","High (>$200M)",0
245,"Deliv","Menlo Park","San Francisco Bay Area","California","USA","North America","669","2020-05-13","100","669","0","RETAIL","Series C","80",2020,"37.4519671","-122.177992","Retail / Consumer","Large","Very High (>50%)","2020-05","Q2","2020-05","100.0","Late Stage","Medium ($50–200M)",1
1207,"Redbubble","Melbourne","other","Victoria","Australia","Oceana","70","2023-05-10","23","304","234","RETAIL","Post-IPO","55",2023,"-37.8142454","144.9631732","Retail / Consumer","Medium","Medium (11–25%)","2023-05","Q2","2023-05","23.0","Public","Medium ($50–200M)",0
1883,"ON","San Francisco","San Francisco Bay Area","California","USA","North America","60","2024-07-16","100","60","0","RETAIL","Unknown","81",2024,"37.7792588","-122.4193286","Retail / Consumer","Medium","Very High (>50%)","2024-07","Q3","2024-07","100.0","Unknown / Other","Medium ($50–200M)",0
1201,"Meesho","Bengaluru","other","Karnataka","India","Asia","251","2023-05-05","15","1673","1422","RETAIL","Series F","1100",2023,"12.98815675","77.62260004","Retail / Consumer","Large","Medium (11–25%)","2023-05","Q2","2023-05","15.0","Other / Mid-Stage","High (>$200M)",1
1200,"Shopify","Ottawa","other","Ontario","Canada","North America","2300","2023-05-04","20","11500","9200","RETAIL","Post-IPO","122",2023,"45.4208777","-75.6901106","Retail / Consumer","Large","Medium (11–25%)","2023-05","Q2","2023-05","20.0","Public","Medium ($50–200M)",1
1198,"Karma","Tel Aviv","other","non","Israel","Asia","20","2023-05-04","28","71","51","RETAIL","Series A","34",2023,"32.0852997","34.7818064","Retail / Consumer","Small","High (26–50%)","2023-05","Q2","2023-05","28.2","Early Stage","Low (<$50M)",0
987,"Enjoei","Sao Paulo","other","State of São Paulo","Brazil","South America","31","2023-01-20","10","310","279","RETAIL","Unknown","14",2023,"-23.5506507","-46.6333824","Retail / Consumer","Small","Low (≤10%)","2023-01","Q1","2023-01","10.0","Unknown / Other","Low (<$50M)",0
14,"Leafly","Seattle","Cascadia","Washington","USA","North America","91","2020-03-23","50","182","91","RETAIL","Acquired","2",2020,"47.6038321","-122.330062","Retail / Consumer","Medium","High (26–50%)","2020-03","Q1","2020-03","50.0","Other / Mid-Stage","Low (<$50M)",0
217,"Trax","Tel Aviv","other","non","Israel","Asia","120","2020-05-03","10","1200","1080","RETAIL","Series D","386",2020,"32.0852997","34.7818064","Retail / Consumer","Medium","Low (≤10%)","2020-05","Q2","2020-05","10.0","Late Stage","High (>$200M)",0
1179,"Airtasker","Sydney","other","New South Wales","Australia","Oceana","45","2023-04-27","20","225","180","RETAIL","Series C","26",2023,"-33.8698439","151.2082848","Retail / Consumer","Small","Medium (11–25%)","2023-04","Q2","2023-04","20.0","Late Stage","Low (<$50M)",0
684,"Pomelo Fashion","Bangkok","other","non","Thailand","Asia","55","2022-09-08","8","688","633","RETAIL","Unknown","120",2022,"13.7524938","100.4935089","Retail / Consumer","Medium","Low (≤10%)","2022-09","Q3","2022-09","8.0","Unknown / Other","Medium ($50–200M)",0
1957,"Goop","Los Angeles","other","California","USA","North America","39","2024-09-06","18","217","178","RETAIL","Unknown","75",2024,"34.0536909","-118.242766","Retail / Consumer","Small","Medium (11–25%)","2024-09","Q3","2024-09","18.0","Unknown / Other","Medium ($50–200M)",0
207,"Shipsi","Los Angeles","other","California","USA","North America","20","2020-04-28","50","40","20","RETAIL","Seed","2",2020,"34.0536909","-118.242766","Retail / Consumer","Small","High (26–50%)","2020-04","Q2","2020-04","50.0","Early Stage","Low (<$50M)",0
861,"Ula","Jakarta","other","non","Indonesia","Asia","134","2022-11-30","23","583","449","RETAIL","Series B","140",2022,"-6.175247","106.8270488","Retail / Consumer","Medium","Medium (11–25%)","2022-11","Q4","2022-11","23.0","Early Stage","Medium ($50–200M)",0
933,"UpScalio","Gurugram","other","Haryana","India","Asia","25","2023-01-05","15","167","142","RETAIL","Series B","62",2023,"28.4646148","77.0299194","Retail / Consumer","Small","Medium (11–25%)","2023-01","Q1","2023-01","15.0","Early Stage","Medium ($50–200M)",0
1989,"BeepKart","Bengaluru","other","Karnataka","India","Asia","130","2024-10-08","40","325","195","RETAIL","Series A","1",2024,"12.98815675","77.62260004","Retail / Consumer","Medium","High (26–50%)","2024-10","Q4","2024-10","40.0","Early Stage","Low (<$50M)",0
190,"StockX","Detroit","other","Michigan","USA","North America","100","2020-04-23","12","833","733","RETAIL","Series C","160",2020,"42.3315509","-83.0466403","Retail / Consumer","Medium","Medium (11–25%)","2020-04","Q2","2020-04","12.0","Late Stage","Medium ($50–200M)",0
859,"Thread","London","other","England","UK","Europe","30","2022-11-30","50","60","30","RETAIL","Acquired","40",2022,"51.4893335","-0.144055085","Retail / Consumer","Small","High (26–50%)","2022-11","Q4","2022-11","50.0","Other / Mid-Stage","Low (<$50M)",0
985,"Saks.com","New York City","other","New York","USA","North America","100","2023-01-19","5","2000","1900","RETAIL","Unknown","965",2023,"40.7127281","-74.0060152","Retail / Consumer","Medium","Low (≤10%)","2023-01","Q1","2023-01","5.0","Unknown / Other","High (>$200M)",0
178,"Casper","New York City","other","New York","USA","North America","78","2020-04-21","21","371","293","RETAIL","Post-IPO","339",2020,"40.7127281","-74.0060152","Retail / Consumer","Medium","Medium (11–25%)","2020-04","Q2","2020-04","21.0","Public","High (>$200M)",0
1125,"Amazon","Seattle","Cascadia","Washington","USA","North America","9000","2023-03-20","2.3","392000","383000","RETAIL","Post-IPO","108",2023,"47.6038321","-122.330062","Retail / Consumer","Large","Low (≤10%)","2023-03","Q1","2023-03","2.3","Public","Medium ($50–200M)",1
1123,"Livspace","Bengaluru","other","Karnataka","India","Asia","100","2023-03-17","2","5000","4900","RETAIL","Series F","431",2023,"12.98815675","77.62260004","Retail / Consumer","Medium","Low (≤10%)","2023-03","Q1","2023-03","2.0","Other / Mid-Stage","High (>$200M)",0
169,"Zilingo","Singapore","other","non","Singapore","Asia","44","2020-04-17","5","880","836","RETAIL","Series D","307",2020,"1.2899175","103.8519072","Retail / Consumer","Small","Low (≤10%)","2020-04","Q2","2020-04","5.0","Late Stage","High (>$200M)",0
1122,"Leafly","Seattle","Cascadia","Washington","USA","North America","40","2023-03-16","21","190","150","RETAIL","Post-IPO","71",2023,"47.6038321","-122.330062","Retail / Consumer","Small","Medium (11–25%)","2023-03","Q1","2023-03","21.1","Public","Medium ($50–200M)",0
940,"Cart.com","Austin","other","Texas","USA","North America","25","2023-01-10","4","625","600","RETAIL","Unknown","383",2023,"30.2711286","-97.7436995","Retail / Consumer","Small","Low (≤10%)","2023-01","Q1","2023-01","4.0","Unknown / Other","High (>$200M)",0
2065,"Carousell","Singapore","other","non","Singapore","Asia","76","2024-12-06","7","1086","1010","RETAIL","Unknown","375",2024,"1.2899175","103.8519072","Retail / Consumer","Medium","Low (≤10%)","2024-12","Q4","2024-12","7.0","Unknown / Other","High (>$200M)",0
853,"Lyst","London","other","England","UK","Europe","50","2022-11-29","25","200","150","RETAIL","Unknown","144",2022,"51.4893335","-0.144055085","Retail / Consumer","Small","Medium (11–25%)","2022-11","Q4","2022-11","25.0","Unknown / Other","Medium ($50–200M)",0
1118,"Dukaan","Bengaluru","other","Karnataka","India","Asia","56","2023-03-15","30","187","131","RETAIL","Series A","17",2023,"12.98815675","77.62260004","Retail / Consumer","Medium","High (26–50%)","2023-03","Q1","2023-03","29.9","Early Stage","Low (<$50M)",0
1117,"Boxed","New York City","other","New York","USA","North America","32","2023-03-15","25","128","96","RETAIL","Post-IPO","365",2023,"40.7127281","-74.0060152","Retail / Consumer","Small","Medium (11–25%)","2023-03","Q1","2023-03","25.0","Public","High (>$200M)",0
157,"Shop101","Mumbai","other","Maharashtra","India","Asia","200","2020-04-15","40","500","300","RETAIL","Series C","19",2020,"19.0785451","72.878176","Retail / Consumer","Medium","High (26–50%)","2020-04","Q2","2020-04","40.0","Late Stage","Low (<$50M)",0
2089,"Wayfair","Berlin","other","Berlin","Germany","Europe","730","2025-01-10","3","24333","23603","RETAIL","Post-IPO","1700",2025,"52.5170365","13.3888599","Retail / Consumer","Large","Low (≤10%)","2025-01","Q1","2025-01","3.0","Public","High (>$200M)",1
1114,"Fetch","Madison","other","Wisconsin","USA","North America","100","2023-03-14","10","1000","900","RETAIL","Series E","581",2023,"43.074761","-89.3837613","Retail / Consumer","Medium","Low (≤10%)","2023-03","Q1","2023-03","10.0","Late Stage","High (>$200M)",0
733,"Faire","San Francisco","San Francisco Bay Area","California","USA","North America","84","2022-10-18","7","1200","1116","RETAIL","Series G","1700",2022,"37.7792588","-122.4193286","Retail / Consumer","Medium","Low (≤10%)","2022-10","Q4","2022-10","7.0","Other / Mid-Stage","High (>$200M)",0
2099,"Chrono24","Karlsruhe","other","Baden-Würtemberg","Germany","Europe","110","2025-01-16","24","458","348","RETAIL","Series C","205",2025,"49.0068705","8.4034195","Retail / Consumer","Medium","Medium (11–25%)","2025-01","Q1","2025-01","24.0","Late Stage","High (>$200M)",0
734,"Leafly","Seattle","Cascadia","Washington","USA","North America","56","2022-10-18","21","267","211","RETAIL","Post-IPO","71",2022,"47.6038321","-122.330062","Retail / Consumer","Medium","Medium (11–25%)","2022-10","Q4","2022-10","21.0","Public","Medium ($50–200M)",0
149,"The RealReal","San Francisco","San Francisco Bay Area","California","USA","North America","235","2020-04-14","10","2350","2115","RETAIL","Post-IPO","358",2020,"37.7792588","-122.4193286","Retail / Consumer","Large","Low (≤10%)","2020-04","Q2","2020-04","10.0","Public","High (>$200M)",1
135,"Mejuri","Toronto","other","Ontario","Canada","North America","36","2020-04-09","15","240","204","RETAIL","Series B","28",2020,"43.6534817","-79.3839347","Retail / Consumer","Small","Medium (11–25%)","2020-04","Q2","2020-04","15.0","Early Stage","Low (<$50M)",0
2144,"Ibotta","Denver","other","Colorado","USA","North America","70","2025-02-22","8","875","805","RETAIL","Post-IPO","93",2025,"39.7392364","-104.984862","Retail / Consumer","Medium","Low (≤10%)","2025-02","Q1","2025-02","8.0","Public","Medium ($50–200M)",0
123,"Meesho","Bengaluru","other","Karnataka","India","Asia","200","2020-04-08","28","714","514","RETAIL","Series D","215",2020,"12.98815675","77.62260004","Retail / Consumer","Medium","High (26–50%)","2020-04","Q2","2020-04","28.0","Late Stage","High (>$200M)",0
758,"Amazon","Seattle","Cascadia","Washington","USA","North America","150","2022-10-28","0","333483","333333","RETAIL","Post-IPO","108",2022,"47.6038321","-122.330062","Retail / Consumer","Medium","Low (≤10%)","2022-10","Q4","2022-10","0.0","Public","Medium ($50–200M)",0
1077,"The RealReal","San Francisco","San Francisco Bay Area","California","USA","North America","230","2023-02-16","7","3286","3056","RETAIL","Post-IPO","356",2023,"37.7792588","-122.4193286","Retail / Consumer","Large","Low (≤10%)","2023-02","Q1","2023-02","7.0","Public","High (>$200M)",1
112,"Ibotta","Denver","other","Colorado","USA","North America","87","2020-04-07","15","580","493","RETAIL","Series D","85",2020,"39.7392364","-104.984862","Retail / Consumer","Medium","Medium (11–25%)","2020-04","Q2","2020-04","15.0","Late Stage","Medium ($50–200M)",0
108,"Away","New York City","other","New York","USA","North America","60","2020-04-07","10","600","540","RETAIL","Series D","181",2020,"40.7127281","-74.0060152","Retail / Consumer","Medium","Low (≤10%)","2020-04","Q2","2020-04","10.0","Late Stage","Medium ($50–200M)",0
1068,"Dropp","Berlin","other","Berlin","Germany","Europe","60","2023-02-14","100","60","0","RETAIL","Unknown","2",2023,"52.5170365","13.3888599","Retail / Consumer","Medium","Very High (>50%)","2023-02","Q1","2023-02","100.0","Unknown / Other","Low (<$50M)",0
96,"Salsify","Boston","other","Massachusetts","USA","North America","60","2020-04-03","13","462","402","RETAIL","Series D","97",2020,"42.3554334","-71.060511","Retail / Consumer","Medium","Medium (11–25%)","2020-04","Q2","2020-04","13.0","Late Stage","Medium ($50–200M)",0
94,"Minted","San Francisco","San Francisco Bay Area","California","USA","North America","147","2020-04-03","37","397","250","RETAIL","Series E","297",2020,"37.7792588","-122.4193286","Retail / Consumer","Medium","High (26–50%)","2020-04","Q2","2020-04","37.0","Late Stage","High (>$200M)",0
87,"ThirdLove","San Francisco","San Francisco Bay Area","California","USA","North America","65","2020-04-02","30","217","152","RETAIL","Series B","68",2020,"37.7792588","-122.4193286","Retail / Consumer","Medium","High (26–50%)","2020-04","Q2","2020-04","30.0","Early Stage","Medium ($50–200M)",0
840,"Trax","Singapore","other","non","Singapore","Asia","80","2022-11-22","8","1000","920","RETAIL","Series E","1000",2022,"1.2899175","103.8519072","Retail / Consumer","Medium","Low (≤10%)","2022-11","Q4","2022-11","8.0","Late Stage","High (>$200M)",0
839,"SIRCLO","Jakarta","other","non","Indonesia","Asia","160","2022-11-22","8","2000","1840","RETAIL","Series B","92",2022,"-6.175247","106.8270488","Retail / Consumer","Medium","Low (≤10%)","2022-11","Q4","2022-11","8.0","Early Stage","Medium ($50–200M)",0
2246,"Sabi","Lagos","other","non","Nigeria","Africa","50","2025-06-29","20","250","200","RETAIL","Series B","66",2025,"6.4550575","3.3941795","Retail / Consumer","Small","Medium (11–25%)","2025-06","Q2","2025-06","20.0","Early Stage","Medium ($50–200M)",0
73,"1stdibs","New York City","other","New York","USA","North America","70","2020-04-02","17","412","342","RETAIL","Series D","253",2020,"40.7127281","-74.0060152","Retail / Consumer","Medium","Medium (11–25%)","2020-04","Q2","2020-04","17.0","Late Stage","High (>$200M)",0
1025,"Wish","San Francisco","San Francisco Bay Area","California","USA","North America","150","2023-01-31","17","882","732","RETAIL","Post-IPO","1600",2023,"37.7792588","-122.4193286","Retail / Consumer","Medium","Medium (11–25%)","2023-01","Q1","2023-01","17.0","Public","High (>$200M)",0
1015,"Chrono24","Karlsruhe","other","Baden-Würtemberg","Germany","Europe","65","2023-01-30","13","500","435","RETAIL","Series C","205",2023,"49.0068705","8.4034195","Retail / Consumer","Medium","Medium (11–25%)","2023-01","Q1","2023-01","13.0","Late Stage","High (>$200M)",0
1011,"DealShare","Bengaluru","other","Karnataka","India","Asia","100","2023-01-27","6","1667","1567","RETAIL","Series E","390",2023,"12.98815675","77.62260004","Retail / Consumer","Medium","Low (≤10%)","2023-01","Q1","2023-01","6.0","Late Stage","High (>$200M)",0
818,"Amazon","Seattle","Cascadia","Washington","USA","North America","10000","2022-11-16","3","333333","323333","RETAIL","Post-IPO","108",2022,"47.6038321","-122.330062","Retail / Consumer","Large","Low (≤10%)","2022-11","Q4","2022-11","3.0","Public","Medium ($50–200M)",1
